 District ADDRESS  VALUE   1   2   3   4    5    6    7    8    9
   4  107   71094   3   1   2  15  116    8   29   11   33
   4  108   61572   2   1   2  10   84    8   21    9   27
   4  109   60611   2   2   3  10   93   10   13   19   14
   4  110   87546   2   5   3  20  155   11   42   21   31
   4  111   74336   2   2   3  15  116   10   21   24   30
   4  112   64369   3   2   2  20  111   14   44    4   41
   4  113   80442   5   2   3  20  137   13   35   15   38
   4  114   60935   4   3   4  15  144    8   54   18   32
   4  115   53232   2   0   0   0    0    0    0    0    0
   4  116   70865   3   1   3  10  121    8   38   17   33
   4  117   55876   2   1   1  10   76   10   15   11   31
   4  118   80220   3   3   2  20  120   11   33   18   26
   4  119   56074   2   1   3  10   68    8   15   11   25
   4  120   58305   3   1   3  10   68    9   27   11   18
   4  121   76085   6   1   3  15   99   10   20   13   30
   4  122   41307   2   2   1   5   70    7   18   21   23
   4  123   42334   3   1   1   5  122    9   18   14   24
   4  124   36634   3   0   4  10  130   11   27    0   26
   4  125   65675   6   1   5  15  142   12   42   10   39
   4  126   23707   1   0   0   0    0    0    0    0    0
   4  127   52929   4   4   3  10  149    7   28   11   22
   4  128   57347   2   1   2  10   78    9   15   11   21
   5    1   75582   4   2   2  25  139    9   32    9   26
   5    2   61924   4   1   3  20  154   12   38    7   38
   5    3   72053   3   5   1  15  122   11   33   18   27
   5    4   53853   2   0   0   0    0    0    0    0    0
   5    5   54398   3   0   3  10   56    8   19    0   26
   5    6   66395   5   4   3  15  156   15   37   12   37
   5    7   34363   1   0   1   0   59    3   12    0    9
   5    8   44576   2   0   1  10   84    8   24    0   20
   5    9   71468   6   0   1  20  123    9   41    0   29
   5   10   48788   3   0   1  10   58   12   17    0   22
   5   11   60421   2   1   1  15   77    9    1   11   25
   5   12   63932   3   1   2   5   71    5   10   15   22
   5   13   44466   2   2   2  10  139    9   38   16   25
   5   14   74821   4   2   4  20  168   13   40   11   31
   5   15   60351   6   1   4  15  165   14   37    8   47
   5   16   49746   1   0   1  10  112    7   19    0   18
   5   17   38579   2   0   1   0   56    6   32    0   11
   5   18   62172   5   1   1  15  125   11   32    7   35
   5   19   48453   2   2   0   0    0    0    0    0    0
   5   20   43760   2   2   1  10   90    9   44   11   24
   5   21   71843   2   1   2  15   67    9   10   17   22
   5   22   36324   2   0   2   5   83    8   35    0   22
   5   23   56725   4   0   1  10   65   13   20    0   31
   5   24   53436   4   0   2  15   98   12   40    0   39
   5   25   83879   6   0   2  20   77   12   20    0   37
   5   26   47105   2   0   2  10   82    8   28    0   26
   5   27   51223   3   0   1  15  116   10   30    0   27
   5   28   62158   7   1   2  15   90   14   17   13   43
   5   29   70512   6   0   4  10  117   11   56    0   28
   5   30   43944   2   0   1   5   44    6   17    0   21
   5   31   66347   3   0   1  15   94   11   25    0   33
   5   32   67781   3   2   3  10   92   11   21   16   27
   5   33   71806   3   1   2  15   92    8   18   16   29
   5   34   57916   4   1   1  15  123   11   39   14   31
   5   35   51974   2   0   3  10   42    8    6    0   20
   5   36   59213   3   0   0   0    0    0    0    0    0
   5   37   57115   1   0   0   0    0    0    0    0    0
   5   38   71334   2   4   2  15  144    7   44   17   25
   5   39   46814   2   0   2  10   35    7    0    0   21
   5   40   55266   3   2   2  10  104    8   29   16   23
   5   41   27943   2   0   2   0   53    6    2    0   25
   5   42   38022   1   0   1   0   71    2   26    0   11
   5   43   76306   3   6   3  20  158   14   47   24   42
   5   44   72585   6   1   1  20  119   10   27    6   26
   5   45   69920   2   1   4  10  118    7   36   13   20
   5   46   40361   1   0   2   0   42    5   14    0   11
   5   47   67060   3   3   1  15  120    9   21   14   28
   5   48   67037   6   2   2  20  137   14   35   14   39
   5   49   38812   2   0   0   0    0    0    0    0    0
   5   50   64566   2   4   2  15  144   13   32   19   28
   5   51   78618   4   2   3  15  158    8   32   14   19
   5   52   45509   3   1   1  10  120    6   30    3   24
   5   53   84132   2   4   2  25  137   11   33   15   34
   5   54   45350   2   1   0   0    0    0    0    0    0
   5   55   65952   4   1   2  10  100   11   49   14   24
   5   56   56131   3   1   3  10   92   11   30   14   28
   5   57   34833   1   0   1   5   81    8   40    0   18
   5   58   53339   1   0   2  10   54    5   32    0   11
   5   59   70656   3   2   2  15   99   10   30   18   33
   5   60   73554   4   1   4  15  126   10   24   10   31
   5   61   50551   3   0   2   5   85    7   27    0   20
   5   62   41692   1   0   0   0    0    0    0    0    0
   5   63   57011   5   0   2  15   79    9   35    0   33
   5   64   69432   2   5   4  15  156   12   39   25   30
   5   65   38729   2   0   2   5   96    8   38    0   20
   5   66   39409   3   0   1  10   44    8    6    0   29
   5   67   66871   7   3   2  25  143   19   53   15   45
   5   68   70430   4   2   2  15  119   12   54    8   30
   5   69   53727   2   0   3   5   28    4   10    0    8
   5   70   23291   1   0   2   0   64    4   27    0   12
   5   71   48607   2   0   1   5   43    7    2    0   14
   5   72   72578   2   1   3  15  153    4   56   11   13
   5   73   54523   4   1   0   0    0    0    0    0    0
   5   74   66634   2   5   1  10  123   11   45   24   35
   5   75   84252   4   0   2  15   50    8   12    0   28
   5   76   76090   4   1   2  15  114    9   30   10   34
   5   77   67718   5   1   1  15   96   14   32   12   37
   5   78   29454   1   0   2   0   63    4   32    0   16
   5   79   52855   1   0   2  10   20    7    0    0    8
   5   80   21652   1   0   0   0    0    0    0    0    0
   5   81   34642   1   0   0   0    0    0    0    0    0
   5   82   57471   4   2   2   5   86    8   15   11   29
   5   83   52054   3   2   2  10  141   10   21   13   29
   5   84   52786   2   0   0   0    0    0    0    0    0
   5   85   48198   1   0   1  10   50    6   22    0   17
   5   86   46569   4   0   2   5   70    8   28    0   25
   5   87   63459   1   0   1  15  124    4   23    0   17
   5   88   56899   5   0   1  15   74   13   35    0   26
   5   89   49862   2   4   0   0    0    0    0    0    0
   5   90   68929   4   5   5  20  180   13   37   18   36
   5   91   59041   2   1   1  10  122    6   33    9   26
   5   92   69979   5   4   2  25  136   20   42   17   50
   5   93   80267   4   5   3  25  150   15   36   19   37
   5   94   60912   2   3   3  15  105   13   39   15   32
   5   95   45806   2   1   2  10  106    7   31   18   25
   5   96   26913   1   0   1   0   41    2   22    0   14
   5   97   59018   3   0   1  10   65    9   28    0   24
   5   98   54475   2   0   2  10   68    9   18    0   24
   5   99   49318   2   1   0   0    0    0    0    0    0
   5  100   41097   1   0   3   5   50    5   15    0   24
   5  101   64073   3   4   1  15  120   11   20   14   35
   5  102   73386   2   7   3  20  150   11   32   21   27
   5  103   55728   3   3   4  15  166   13   54   13   35
   5  104   46973   2   0   1   5   81    8   17    0   27
   5  105   74731   3   4   4  15  161   10   36   15   27
   5  106   79527   8   0   3  20  158   12   30    0   29
   5  107   70944   2   0   2  10   45    7    5    0   23
   5  108   47954   2   1   1  10  114    8   34   18   26
   5  109   66644   2   2   3  15   90   12   28   14   31
   5  110   65590   2   4   3  20  155   12   27   15   39
   6    1   67343   4   1   3  20  120   16   38   14   32
   6    2   52789   2   2   0   0    0    0    0    0    0
   6    3   83713   4   1   3  20  101   12   18   13   33
   6    4   66076   3   0   1  15   71    9    6    0   31
   6    5   61273   3   0   2   5  105    5   58    0   14
   6    6   47026   4   0   3   5   38    8    9    0   21
   6    7   81772   6   1   2  15   67   10   18    8   31
   6    8   51357   4   0   1  10  121    5   39    0   24
   6    9   69517   2   3   3  15  153    8   52   17   33
   6   10   61863   2   0   2   5   38    6   10    0   16
   6   11   74081   4   2   4  20  150   13   27   10   30
   6   12   66432   2   0   1  15   82   10   29    0   29
   6   13   81177   5   1   2  25  109   14   47    4   34
   6   14   46182   2   1   3  15   75   15    0   11   38
   6   15   58970   3   1   4  15   51   11    6    9   22
   6   16   59095   2   1   1  10  116    8   32   16   17
   6   17   44327   2   0   3   5   74    6   30    0   19
   6   18   72305   9   0   1  15  123   15   51    0   46
   6   19   85317   4   0   3  20   92   11   28    0   33
   6   20   54597   2   3   4  15  169   11   39   22   27
   6   21   40425   2   0   1   5   72    7    8    0   24
   6   22   51828   2   1   1  10   93   12   21   14   22
   6   23   39436   2   1   3   5  106    6   25   10   17
   6   24   73346   2   2   2  10   89    8   30    9   21
   6   25   42928   3   1   3  10   83    9   19   22   28
   6   26   69699   5   3   2  20  138   16   36   15   47
   6   27   56826   2   0   0   0    0    0    0    0    0
   6   28   51359   2   0   1  10   71    8   19    0   21
   6   29   82441   4   3   3  15  126   13   19   22   39
   6   30   59182   5   0   1  10  116    7   39    0   27
   6   31   33905   1   0   0   0    0    0    0    0    0
   6   32   74073   8   0   2  20  140   10   35    0   23
   6   33   52014   2   3   2  15  137   14   51   13   28
   6   34   63745   3   2   1  15   93   10   23    7   24
   6   35   83231   5   1   2  15   90   12   29    7   37
   6   36   68502   2   1   3  20  151    9   33   10   34
   6   37   69211   4   0   3  10   52   11    0    0   23
   6   38   72702   2   1   2  15  123   11   26   14   32
   6   39   73689   2   0   1  15   82    7   26    0   20
   6   40   37481   3   0   2  10   82   11   28    0   23
   6   41   51402   2   0   0   0    0    0    0    0    0
   6   42   41609   2   0   0   0    0    0    0    0    0
   6   43   16266   1   0   2   0   99    5   28    0   25
   6   44   73804   2   1   2  10  105    6   28   14   19
   6   45   68815   2   4   2  15  130   12   26   21   29
   6   46   86582   2   0   1  20   71    9   29    0   22
   6   47   35481   2   1   3  10   97   10   13   21   30
   6   48   36375   1   0   2   0   11    4    0    0    7
   6   49   60602   4   0   1  15  114   10   24    0   27
   6   50   61454   6   0   2  15   80   14   25    0   31
   6   51   60927   2   1   1  15  105   13   10   11   31
   6   52   76331   8   1   2  20  134   16   61   11   37
   6   53   63295   2   0   2  10   80    8   14    0   28
   6   54   77452   8   0   2  15  134   17   36    0   40
   6   55   59545   2   3   3  10   76   11   15   17   29
   6   56   57601   2   0   2  10   54    7   18    0   16
   6   57   54163   2   0   1   5   96    8   34    0    7
   6   58   43220   3   0   1   5   77    7   19    0   22
   6   59   51216   2   1   1  10   61    5   19   17   15
   6   60   54615   3   0   0   0    0    0    0    0    0
   6   61   72064   2   6   5  20  172   15   30   22   48
   6   62   48404   1   0   2   0    7    1    0    0    6
   6   63   54468   5   1   3  10  122   15   40   14   40
   6   64   61913   2   1   1  15  114   12   31   14   22
   6   65   68056   2   2   4  15   76    9   16   20   25
   6   66   72376   4   1   3  10   95    8   18   10   23
   6   67   69053   6   4   1  20  118    8   22    6   22
   6   68   64315   2   0   1   5   22    6    5    0    9
   6   69   40302   1   0   1   0   32    4    4    0   14
   6   70   65343   2   0   2  10   42    8    9    0   23
   6   71   71458   4   0   3  20  122   11   43    0   36
   6   72   70289   4   2   2  15  122   11   36   20   36
   6   73   26891   1   0   0   0    0    0    0    0    0
   6   74   69820   7   2   3  25  156   13   35   11   35
   6   75   40815   4   0   4  10   66   12   15    0   31
   6   76   54812   6   0   3  15   98   11   41    0   38
   6   77   58703   4   0   2  10  131   13   38    0   26
   6   78   54141   2   1   2  10   92    6   10   11   31
   6   79   54685   2   1   1  15   71   11   11   13   25
   6   80   53781   2   0   3  10   76    6   40    0   25
   6   81   71332   2   0   3  15   58   11   15    0   19
